ID,Timestamp,Tweet URL,Group,Collector,Category,Topic,Keywords,Account handle,Account name,Account bio,Account type,Joined,Following,Followers,Location,Tweet,Tweet Translated,Tweet NLP,Mentions Aquinos / Liberal Party,Mentions Aquinos / Liberal Party Negatively,Tweet Type,Date posted,Screenshot,Content type,Likes,Replies,Retweets,Quote Tweets,Retweets + Quote Tweets,Views,Rating,Reasoning,Remarks
57-117,3/30/23 23:23:01,https://twitter.com/analizacruz18/status/1489644358445854722,57,"Martinez, Miguel Luis",MRCS,The Marcos family won all cases filed against them,marcos case panalo lahat,@analizacruz18,analiza cruz,Singer..painting,Anonymous,11/21,8,13,,@lynSaysa @gelibells___ Mismo si tatay digong nagsabi..1000 cases panalo lahat ang mga marcos sa kaso.. https://t.co/niVtGLtMrD,tatay digong himself said..1000 cases the marcos won all the cases...,tatay digong himself said 1000 cases the marcos won all the cases,0,0,"Text, Reply, Image",04/02/22 16:57,,Rational,0,1,0,0,0,,,"According to VERA Files, the Marcos family did not win all cases filed against them.

[https://verafiles.org/articles/vera-files-fact-check-marcoses-did-not-win-all-cases-filed-a#:~:text=Mrs.%20Marcos%20won%20in%20the%201990%20New%20York,it%20in%20the%20United%20States%2C%20international%20media%20reported]",
57-118,3/30/23 23:23:01,https://twitter.com/JhazChewIt/status/1464039028030803989,57,"Martinez, Miguel Luis",MRCS,The Marcos family won all cases filed against them,marcos case panalo lahat,@JhazChewIt,Jhaz ❤️💚💜,"Give your haters a chair, since they can’t stand to see you blessed. — Wife/Mom/SE",Identified,11/11,1273,1502,Vigan City,"@JkLoguiber @iamchristesoro @chelseavidallo Yup, this is under appeal. It also doesn’t fit their narrative of Marcos Magnanakaw because of indirect and circumstantial evidences only.
 
 Wala sa kaso na sinabi na knuha ng Marcos ang pera from National Treasury tulad ng ibang cases, kaya sa hundreds of cases, lahat panalo.","Yup, this is under appeal. It also doesn’t fit their narrative of Marcos the Thief because of indirect and circumstantial evidences only.

It wasn't said in that case that Marcos stole the money from National Treasury like the other cases, that is why all hundreds of cases won.","Yup this is under appeal It also doesn’t fit their narrative of Marcos the Thief because of indirect and circumstantial evidences only 

It wasn't said in that case that Marcos stole the money from National Treasury like the other cases that is why all hundreds of cases won",0,0,"Text, Reply",26/11/21 01:11,,Rational,4,3,3,1,4,,,"According to VERA Files, the Marcos family did not win all cases filed against them.

[https://verafiles.org/articles/vera-files-fact-check-marcoses-did-not-win-all-cases-filed-a#:~:text=Mrs.%20Marcos%20won%20in%20the%201990%20New%20York,it%20in%20the%20United%20States%2C%20international%20media%20reported]",
57-119,3/30/23 23:23:01,https://twitter.com/RommelPamotong1/status/1462539413477466114,57,"Martinez, Miguel Luis",MRCS,The Marcos family won all cases filed against them,marcos case panalo lahat,@RommelPamotong1,Rommel Pamotongan Villarante,"#Go KBL BBM for Pres, 
 #SOLID DDS SUPPORTERS",Identified,05/20,471,164,"Auckland, New Zealand","@DITA_manila @wengsalvacion Hahaha saan mo nakita na magnakaw ang marcos, na panalo na lAhat na case nila lAhat dismissed case,, palibhasa kc bulag at bingi ka tainga mo tinapalan ng pera sa dilaw kaya ganun ka manira sa mga marcos,, Di ako supporters nila kc taga zamboanga ako pero iboto kopadin cya","where did you see that the marcoses were thieves, that all their cases won, all dismissed cases,,  that is because you are blind and deaf, you stuffed your ears with money from the yellows, that's why you insult the marcoses,, I'm not their supporters, I'm from Zamboanga but i will still vote for him",where did you see that the marcoses were thieves that all their cases won all dismissed cases that is because you are blind and deaf you stuffed your ears with money from the yellows that's why you insult the marcoses I'm not their supporters I'm from Zamboanga but i will still vote for him,0,0,"Text, Reply",21/11/21 21:52,,Rational,2,0,0,0,0,,,"According to VERA Files, the Marcos family did not win all cases filed against them.

[https://verafiles.org/articles/vera-files-fact-check-marcoses-did-not-win-all-cases-filed-a#:~:text=Mrs.%20Marcos%20won%20in%20the%201990%20New%20York,it%20in%20the%20United%20States%2C%20international%20media%20reported]",
57-120,3/30/23 23:23:01,https://twitter.com/GIGVL/status/1034248144920268800,57,"Martinez, Miguel Luis",MRCS,The Marcos family won all cases filed against them,marcos case panalo lahat,@GIGVL,Iam Trinity,It's never too late to have a happy childhood,Identified,10/12,64,4,,"@fragilebookish @jmsdle @t_bisnar @camillearandia @rryyyaaaannnn Ha?! Lahat ng kaso naipanalo ng mga Marcos. Have you heard about the trial of the century? 900+++ cases files sa international court pa. Talo ang gobyerno, panalo ang mga Marcos. Kung may katotohanan yang pinagsasabi mo bakit wala sa kulungan ni isa sa kanila? Google is free btw","Huh?! The Marcoses won all the cases. Have you heard about the trial of the century? 900+++ case files in the international court. The government lost, the Marcoses won. If what you're saying is true why not one of them is in jail? Google is free by the way",Huh The Marcoses won all the cases Have you heard about the trial of the century 900+++ case files in the international court The government lost the Marcoses won If what you're saying is true why not one of them is in jail Google is free by the way,0,0,"Text, Reply",28/08/18 01:15,,Rational,0,0,0,0,0,,,"According to VERA Files, the Marcos family did not win all cases filed against them.

[https://verafiles.org/articles/vera-files-fact-check-marcoses-did-not-win-all-cases-filed-a#:~:text=Mrs.%20Marcos%20won%20in%20the%201990%20New%20York,it%20in%20the%20United%20States%2C%20international%20media%20reported]",
57-121,3/30/23 23:23:01,https://twitter.com/_rvjs/status/719110699683676160,57,"Martinez, Miguel Luis",MRCS,The Marcos family won all cases filed against them,marcos case panalo lahat,@_rvjs,jrls,JC's ❤,Identified,10/15,186,111,,"di niyo ba alam, lahat ng mga case na isinampa sa mga Marcos, PANALO LAHAT? Sa States pa lahat, hindi dito sa Pinas #PiliPinasDebate2016","don't you all know, all of the cases filed against marcos won? all of it was even filed in the States, not here in the Philippines",don't you all know all of the cases filed against marcos won all of it was even filed in the States not here in the Philippines,0,0,"Text, Reply",10/04/16 10:32,,Rational,1,0,0,0,0,,,"According to VERA Files, the Marcos family did not win all cases filed against them.

[https://verafiles.org/articles/vera-files-fact-check-marcoses-did-not-win-all-cases-filed-a#:~:text=Mrs.%20Marcos%20won%20in%20the%201990%20New%20York,it%20in%20the%20United%20States%2C%20international%20media%20reported]",
57-122,3/30/23 23:23:01,https://twitter.com/maria47215/status/1545164112334041089,57,"Martinez, Miguel Luis",MRCS,The Marcos family won all cases filed against them,marcos case won not,@maria47215,シャネル❤️,"Great is the LORD, and greatly to be praised; and his greatness is unsearchable. PSALMS 145:3🙏🏻📖   CHURCH OF GOD - ACTS 20:28",Identified,07/14,3150,1950,Japan,"@TrinanesJessie @1kityoung Corykong filed many cases and so america to president Marcos but no one won , even trial of the centuryWON over evil , Until corykong & son died and Marcos they were not imprisoned . FACT . Thanks be unto GOD they are now back to power . And time to changed the chismisCoryDone","Corykong filed many cases and so america to president Marcos but no one won , even trial of the century WON over evil , Until corykong & son died and Marcos they were not imprisoned . FACT . Thanks be unto GOD they are now back to power . And time to changed the chismis Cory Done",Corykong filed many cases and so america to president Marcos but no one won even trial of the century WON over evil Until corykong & son died and Marcos they were not imprisoned FACT Thanks be unto GOD they are now back to power And time to changed the chismis Cory Done,1,1,"Text, Reply",07/07/22 21:53,,Emotional,1,1,0,0,0,,,"As indicated in the article below, the Marcos family lost a class lawsuit filed to the Hawaii District Court and won by Celsa Hilao, and are currently held in contempt for failing to pay $353.6 million. The judgment was extended in in 2012 and again in 2019 with the Marcoses having lost appeals for both extensions to be reconsidered, and will hold until January 2031, as indicated in the document in the second link below.

https://www.rappler.com/nation/bongbong-marcos-evades-millions-dollars-contempt-judgment-united-states/

https://docs.justia.com/cases/federal/district-courts/hawaii/hidce/1:2003cv11111/14746/10745",
57-123,3/30/23 23:23:01,https://twitter.com/Depric0n/status/1523755951219568642,57,"Martinez, Miguel Luis",MRCS,The Marcos family won all cases filed against them,marcos case won not,@Depric0n,Dos,,Identified,02/22,23,16,,"@MatthewKira2 Sige basta bago mo ko nakawan pakilala mo muna real id mo ? And if you're asking about the ""ill-gotten wealth"" of the marcos. They've already won those hundred of cases long time ago. Again im not a fan of marcos im just sayin what im seeing. 🤷🏻","All right, but before you rob me, let me know your real ID first? And if you're asking about the ""ill-gotten wealth"" of the marcos. They've already won those hundreds of cases a long time ago. Again im not a fan of marcos im just sayin what im seeing.",All right but before you rob me let me know your real ID first And if you're asking about the ill-gotten wealth of the marcos They've already won those hundreds of cases a long time ago Again i'm not a fan of marcos i'm just saying what i'm seeing,0,0,,09/05/22 20:05,,Rational,0,1,0,0,0,,,"According to VERA Files, the Marcos family did not win all cases filed against them.

[https://verafiles.org/articles/vera-files-fact-check-marcoses-did-not-win-all-cases-filed-a#:~:text=Mrs.%20Marcos%20won%20in%20the%201990%20New%20York,it%20in%20the%20United%20States%2C%20international%20media%20reported]",
57-124,3/30/23 23:23:01,https://twitter.com/Efferve83207851/status/1500803538615959555,57,"Martinez, Miguel Luis",MRCS,The Marcos family won all cases filed against them,marcos case won wala,@Efferve83207851,Effervescent,,Anonymous,08/18,4928,465,,"@ashspyder @ernestdmenace @attyfrancis1 Wala pa po. Of the 900+ cases filed by the PH gov't. vs. the Marcos before, there's 1 pending - that civil case I mentioned; the rest were dismissed owing to lack of evidence or the Marcoses won.","There are none yet. Of the 900+ cases filed by the PH government. vs. the Marcos before, there's 1 pending - that civil case I mentioned; the rest were dismissed owing to lack of evidence or the Marcoses won.",There are none yet Of the 900+ cases filed by the PH government vs the Marcos before there's 1 pending - that civil case I mentioned; the rest were dismissed owing to lack of evidence or the Marcoses won,0,0,"Text, Reply",07/03/22 12:00,,Rational,2,1,0,0,0,,,"According to VERA Files, the Marcos family did not win all cases filed against them.

[https://verafiles.org/articles/vera-files-fact-check-marcoses-did-not-win-all-cases-filed-a#:~:text=Mrs.%20Marcos%20won%20in%20the%201990%20New%20York,it%20in%20the%20United%20States%2C%20international%20media%20reported]",
57-125,3/30/23 23:23:01,https://twitter.com/RandomMusing5/status/1456392426759737348,57,"Martinez, Miguel Luis",MRCS,The Marcos family won all cases filed against them,marcos case ibinasura wala,@RandomMusing5,RandomMusing,,Anonymous,09/19,308,115,,"@AchasNiko @bongbongmarcos Magbasa basa ka, ung kaso mula pa ng administrasyon ni Cory Aquino, 34 year case laban sa mga Marcos, matagal ng IBINASURA. Dahil wala naman ill-gotten wealth! Ganun ka tagal ni walang nahanap. Ilang administrasyon na ang dumaan. WALAAAAAA. Nood ka ng nood ng Abias CBn kasi!","Go read some stuff, That case was during the administration of Cory Aquino, 34 year case against the Marcoses, has long been DISMISSED. Because there weren't really any ill-gotten wealth! Imagine looking that long and not finding anything. Several administrations have already passed. NONE. It's because you keep watching ""Abias CBn"" !",Go read some stuff That case was during the administration of Cory Aquino 34 year case against the Marcoses has long been DISMISSED Because there weren't really any ill-gotten wealth Imagine looking that long and not finding anything Several administrations have already passed NONE It's because you keep watching A-BIAS CBn,1,0,"Text, Reply",04/11/21 22:46,,Emotional,3,1,0,0,0,,,"According to VERA Files, the Marcos family did not win all cases filed against them.

[https://verafiles.org/articles/vera-files-fact-check-marcoses-did-not-win-all-cases-filed-a#:~:text=Mrs.%20Marcos%20won%20in%20the%201990%20New%20York,it%20in%20the%20United%20States%2C%20international%20media%20reported]",
57-126,3/30/23 23:23:01,https://twitter.com/AmarilloSlayer/status/1494007323093651456,57,"Martinez, Miguel Luis",MRCS,The Marcos family won all cases filed against them,marcos case dismiss lahat,@AmarilloSlayer,RDM,"ANG INUUGALI KO AY BASE LANG DIN SA INUUGALI NIYO, SO DON'T GET MAD. ✌️😎",Troll,10/21,33,19,"Manila City, National Capital",@bibi3180 @msmforleni @cnnphilippines mga Tanga! lahat ng kaso Dismissed na magiyakan man kayo Dismissed na ang mga kaso dahil those cases filed against him was to discriminate a Marcos from running to a highest position.He did pay his taxes morons! that's why the comelec dismissed those cases.simple as that!,Imbeciles! all of the cases were Dismissed even if you keep on wailing the cases are Dismissed because those cases filed against him was to discriminate a Marcos from running for the highest position.He did pay his taxes morons! that's why the comelec dismissed those cases.simple as that!,Imbeciles all of the cases were Dismissed even if you keep on wailing the cases are Dismissed because those cases filed against him was to discriminate a Marcos from running for the highest position He did pay his taxes morons that's why the comelec dismissed those cases simple as that,0,0,"Text, Reply",16/02/22 17:54,,Emotional,0,1,0,0,0,,,"According to VERA Files, the Marcos family did not win all cases filed against them.

[https://verafiles.org/articles/vera-files-fact-check-marcoses-did-not-win-all-cases-filed-a#:~:text=Mrs.%20Marcos%20won%20in%20the%201990%20New%20York,it%20in%20the%20United%20States%2C%20international%20media%20reported]",
